pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.541315684,891,3.51,0.015852173,7,0.38873792,397,1,7,2
7.500116168,872,2.49,0.00375369,8,0.3305829,394,3,2,0
7.5657303,978,3.58,0.024072672,7,0.374913467,410,4,9,1
7.596810094,940,1.67,0.027934651,6,0.408118352,422,1,3,1
7.514396722,826,1.98,0.009213855,6,0.310632517,424,2,2,1
7.546743697,741,2.9,0.019071149,8,0.363359714,399,3,2,2
7.57192231,865,0.27,0.017662654,8,0.402553358,400,4,3,1
7.524887507,745,2.02,0.009231222,6,0.315178694,410,3,7,1
7.547363547,657,2.49,0.000524901,7,0.389402518,429,2,20,1
7.58226229,932,0.47,0.02207553,8,0.340293435,421,1,1,1
7.59049701,636,2.94,0.008571531,6,0.40582145,415,1,15,1
7.583216362,934,0.22,0.027594814,6,0.400779381,404,3,16,1
7.52650058,929,3.74,0.004953448,7,0.395887641,402,2,7,1
7.506976911,719,2.43,0.009955859,7,0.403166587,412,1,10,1
7.506429654,926,1.04,0.026205183,8,0.345033871,400,2,11,1
7.566719474,761,1.34,0.016318464,6,0.405464028,401,4,20,1
7.549114274,952,1.21,0.008919731,6,0.408759882,411,3,20,1
7.512433752,688,4.2,0.016670427,6,0.310209259,391,2,18,2
7.575417921,778,1.8,0.02045156,7,0.301283628,426,3,18,1
7.561214653,792,1.06,0.01273336,8,0.314499085,395,1,6,2
7.591775719,691,0.16,0.025280724,6,0.407849209,392,3,19,0
7.577843442,946,2.68,0.029416325,8,0.353073401,420,3,5,1
7.513260102,631,0.22,0.02031822,7,0.354376092,410,2,5,1
7.541408088,830,2.36,0.000159205,7,0.359957757,400,1,11,1
7.541343193,856,3.78,0.006894437,8,0.320686084,430,3,13,1
7.579758056,695,0.89,0.012484744,7,0.35321838,405,1,19,1
7.559548379,755,0.95,0.006016369,6,0.336630716,425,3,20,1
7.522418461,892,2.53,0.021537681,8,0.337817665,410,3,4,1
7.513036021,687,3.01,0.020651499,8,0.3074149,412,1,16,1
7.521080526,746,0.49,0.009196054,6,0.338725007,413,3,6,1
7.558673825,684,1.76,0.003651498,7,0.383580191,407,4,2,1
7.550342692,766,3.88,0.005034927,7,0.313558156,415,4,1,1
7.517519006,713,1.31,0.014334157,8,0.396922955,427,1,14,1
7.591972314,971,1.85,0.001292022,8,0.319223933,410,3,4,1
7.541429506,712,2.88,0.010585503,7,0.340798814,393,4,17,2
7.52709702,733,1.14,0.002351893,8,0.399592541,417,3,6,1
7.514587278,896,1.66,0.024375301,6,0.328848049,427,4,19,1
7.54506049,710,1.66,0.015439388,7,0.405439166,425,3,1,1
7.532550616,808,1.74,0.007825011,8,0.382376696,407,1,15,1
7.580001657,799,1.48,0.006562758,6,0.38750601,397,1,11,2
7.518925709,737,0.54,0.003417353,8,0.371589514,408,3,13,1
7.586693965,884,1.9,0.004980408,8,0.349487896,417,4,18,1
7.527354542,807,1.68,0.019233294,7,0.382417911,412,3,4,1
7.521476843,891,2.45,0.017916561,8,0.364898647,419,2,20,1
7.514514312,670,0.85,0.012236962,8,0.300305857,398,2,5,2
7.583998328,699,2.39,0.002740187,6,0.391140507,397,3,8,0
7.566413199,771,3.52,0.00163905,6,0.389732228,404,4,12,1
7.531281205,855,2.43,0.00571845,6,0.331748987,426,4,19,1
7.562002485,942,2.24,0.011393346,8,0.352799107,411,1,3,1
7.547149316,803,1.35,0.00864708,8,0.391511804,426,2,16,1
7.55469209,833,1.57,0.003501836,7,0.35571622,396,2,16,0
7.517544639,944,0.95,0.006036087,7,0.340423988,409,2,12,1
7.582526966,932,2.95,0.005491066,8,0.346824699,429,2,19,1
7.581750156,918,1.08,0.011593506,8,0.308689721,409,4,9,1
7.577832176,964,3.65,0.012976265,6,0.349676714,425,2,1,1
7.523429756,809,3.62,0.005842561,7,0.359916619,421,3,19,1
7.582507997,853,0.76,0.013481031,7,0.326539596,392,2,9,2
7.505784067,803,3.28,0.012349513,7,0.303717683,429,2,4,1
7.584259183,933,3.74,0.00084596,7,0.352218699,399,1,15,0
7.540356604,918,2.46,0.027364158,7,0.363130507,418,3,5,1
7.578938546,859,3.22,0.012842707,7,0.390372563,430,2,14,1
7.500782648,674,1.42,0.006560607,7,0.348910783,392,1,1,2
7.572384906,660,1.81,0.0200241,7,0.311227255,418,4,9,1
7.515684935,929,0.41,0.006509053,7,0.382574008,415,1,12,1
7.519614423,710,2.35,0.021887814,6,0.300827209,409,3,2,1
7.52594582,645,0.16,0.024924906,6,0.312699884,396,2,11,2
7.511357849,667,0.46,0.003570375,7,0.352426209,420,2,4,1
7.578039633,882,1.31,0.020203959,6,0.342052602,419,1,10,1
7.520780047,893,2.06,0.016718016,7,0.363053666,402,3,12,1
7.500461265,625,3.61,0.005505821,7,0.407170733,408,1,19,1
7.515047694,771,3.76,0.015353485,6,0.392539485,407,2,7,1
7.51149155,916,2.76,0.013336088,6,0.333373246,403,1,14,1
7.562719102,656,3.79,0.025825959,6,0.304120698,415,4,4,1
7.528656386,846,1.57,0.005386011,6,0.352831067,424,2,10,1
7.564235244,929,2.43,0.002330417,7,0.409057573,406,3,6,1
7.543474296,630,1.84,0.020636887,7,0.363792036,416,3,2,1
7.568447975,886,2.19,0.017049622,6,0.350236881,401,3,4,1
7.509347506,676,3.79,0.003565556,6,0.384844297,396,1,5,0
7.552342681,630,3.79,0.014217962,7,0.359460061,403,3,11,1
7.520553487,843,1.78,0.010200081,8,0.334921009,407,2,12,1
7.525379534,972,0.73,0.027378675,7,0.399106158,390,4,9,0
7.531427845,768,0.24,0.017411984,8,0.343969028,402,3,4,1
7.527039133,869,2.37,0.003611832,7,0.392872825,407,1,19,1
7.55363861,802,1.07,0.025624603,6,0.310331167,411,1,10,1
7.500913144,691,4.17,0.008504334,7,0.371487637,417,1,3,1
7.590766552,790,3.19,0.028677117,7,0.312553218,409,2,6,1
7.595446654,960,3.66,0.000951749,6,0.343382488,422,3,3,1
7.544874943,888,1.87,0.021429775,6,0.338466343,424,2,12,1
7.509497097,722,1.1,0.011485709,7,0.314533458,428,3,10,1
7.582116072,670,0.19,0.027510099,6,0.361556332,421,3,12,1
7.562673493,800,2.59,0.024145811,6,0.351086948,416,4,14,1
7.598281728,630,2.95,0.009323444,8,0.360587782,399,2,6,2
7.577006564,733,0.5,0.015671658,6,0.380555374,406,3,11,1
7.561399878,740,1.45,0.021870796,6,0.374124598,424,1,5,1
7.561511065,892,0.36,0.023141197,7,0.34329676,402,3,17,1
7.558624571,843,1.34,0.010746715,8,0.311123484,413,1,3,1
7.599486496,849,2.77,0.011789508,8,0.380911495,416,1,16,1
7.591463982,967,2.11,3.04E-05,7,0.305247856,408,3,6,1
7.55545023,753,2.91,0.003100703,7,0.379026622,397,2,11,0
7.591361794,810,1.87,0.020105119,6,0.319379187,426,4,7,1
7.595501869,948,0.56,0.007427895,6,0.353695605,416,3,13,1
7.561756564,794,3.02,0.028467051,6,0.316416266,413,4,2,1
7.562109227,821,1.27,0.009008236,7,0.307806422,397,4,7,2
7.55393658,745,3.86,0.001126234,7,0.307071671,429,2,6,1
7.524738543,871,3.22,0.024459415,8,0.372999518,398,2,13,2
7.538105393,860,2.25,0.011073151,7,0.313822675,402,1,1,1
7.566130232,936,0.5,0.006048944,8,0.335744156,419,4,13,1
7.5421411,785,1.51,0.005344877,8,0.338358267,398,2,14,2
7.508287845,948,3.52,0.017395117,6,0.308459075,397,2,2,0
7.556874459,708,1.68,0.004913311,7,0.361784671,425,3,4,1
7.556183627,808,0.26,0.029586233,8,0.400462029,396,3,12,0
7.583837789,737,0.58,0.025711987,6,0.366677959,396,1,14,2
7.514616294,718,1.36,0.002676688,6,0.305971436,411,3,9,1
7.553298593,901,3.19,0.029900389,7,0.40040784,404,3,16,1
7.571391456,793,2.94,0.002862406,6,0.407060214,409,1,14,1
7.593125982,831,2.09,0.013243786,6,0.408080384,406,3,11,1
7.533103057,798,4.03,0.009854364,6,0.339409594,430,3,10,1
7.591661932,912,2.33,0.010319451,6,0.395451986,404,4,9,1
7.541631849,688,1.01,0.018702734,8,0.362770318,423,3,2,1
7.588661365,725,0.9,0.011627825,8,0.382670562,392,2,4,2
7.592675199,696,2.69,0.000860011,7,0.371875206,418,3,2,1
7.583934931,741,3.81,0.008315768,7,0.354951497,404,2,3,1
7.520429302,918,0.59,0.005665926,6,0.306333981,427,4,20,1
7.519558769,723,2.24,0.002807365,8,0.385363653,421,2,19,1
7.560778254,865,2.74,0.017336059,8,0.405295214,406,4,13,1
7.551841874,654,0.8,0.011673176,7,0.332331685,394,4,1,2
7.506944104,643,2.25,0.017927633,8,0.354027348,407,3,17,1
7.581636357,765,3.43,0.027408956,6,0.308622831,410,4,14,1
7.542358363,723,3.25,0.018283913,7,0.324185172,421,3,18,1
7.577511496,859,1.24,0.020385549,6,0.384629548,407,1,10,1
7.582117476,653,1.23,0.002562573,6,0.313860753,400,3,16,1
7.59532299,936,2.91,0.029259646,8,0.33661428,407,3,12,1
7.509806873,635,0.37,0.024627668,6,0.396282131,402,4,10,1
7.578577113,876,1.95,0.020222203,7,0.385824159,428,1,7,1
7.570866555,730,4.02,0.004921408,7,0.318005049,414,3,7,1
7.590572175,662,4.04,0.027844646,6,0.327537296,428,2,8,1
7.572658082,937,3.01,0.011643497,8,0.378902644,411,3,9,1
7.590898722,648,3.43,0.005599161,8,0.30514523,421,2,13,1
7.548228723,949,1.1,0.018061516,6,0.335601241,406,4,13,1
7.526098663,851,1.86,0.011630972,6,0.325989134,399,1,3,2
7.521742625,627,0.58,0.023212685,8,0.349339625,403,2,13,1
7.598319677,665,1.05,0.029122402,6,0.331188665,429,1,3,1
7.592056068,912,3.94,0.006752002,7,0.354790469,426,3,12,1
7.520828515,663,0.88,0.029491377,8,0.352695974,401,4,6,1
7.581311038,821,0.77,0.018594754,6,0.305528468,412,2,18,1
7.566474384,721,3.13,0.020428332,8,0.373177862,424,4,7,1
7.510275105,905,2.82,0.014524842,8,0.390960809,412,3,6,1
7.592372185,624,3.53,0.018615706,8,0.319799649,413,2,3,1
7.575068839,930,0.36,0.028626748,7,0.362657462,430,2,10,1
7.543265124,746,2.12,0.01692448,6,0.362820459,402,2,8,1
7.584735893,758,2.26,0.001056206,7,0.360729945,398,1,4,0
7.523496114,940,1.7,0.003152779,6,0.351262825,401,4,4,1
7.503924372,811,0.29,0.022243344,6,0.402890371,392,4,12,0
7.559561226,893,2.13,0.017839522,6,0.340400073,423,2,13,1
7.595516905,860,1.58,0.022774166,8,0.349707924,420,2,7,1
7.544022344,913,3.14,0.007491241,6,0.308709698,416,1,9,1
7.59285061,979,0.46,0.00914391,7,0.408242299,430,3,17,1
7.566651177,888,3.1,0.002019629,7,0.393218619,413,4,19,1
7.577391572,847,2.1,0.011670393,6,0.355616606,392,1,7,2
7.531750589,953,2.85,0.004242197,6,0.388315739,425,1,17,1
7.506657802,727,3.73,0.024291778,6,0.337978731,394,1,8,2
7.517981812,891,1.39,0.002921249,8,0.404510872,425,2,3,1
7.506107476,891,2.49,0.016280141,8,0.324817468,401,2,11,1
7.533181585,752,3.74,0.013016751,6,0.338256881,398,3,10,2
7.506741965,954,3.72,0.007194296,6,0.393927074,414,1,15,1
7.590162428,686,4.18,0.006293492,6,0.353424341,426,2,18,1
7.518815173,733,2.98,0.00660824,7,0.361119571,399,1,14,2
7.528244299,931,0.59,0.028048239,6,0.336877599,429,1,10,1
7.566801704,911,2.4,0.016792838,7,0.316972489,397,2,16,0
7.500935187,645,3.21,0.015510371,6,0.325498469,413,3,8,1
7.557395017,757,2.93,0.016154995,8,0.407531219,430,3,6,1
7.594802156,632,1.25,0.012765624,6,0.321779322,419,1,1,1
7.571322929,940,3.01,0.021485026,8,0.399654944,390,2,6,0
7.533173043,746,4.03,0.001461117,8,0.405728052,407,1,10,1
7.583692863,643,2.88,0.00889329,7,0.331815401,424,4,8,1
7.59502295,898,0.39,0.027818182,7,0.313349294,405,4,8,1
7.564095255,877,1.19,0.006726351,6,0.37794046,402,2,1,1
7.533007674,944,4.12,0.028452163,8,0.381878602,394,4,13,0
7.582186017,815,4.19,0.010143369,6,0.314930781,423,3,17,1
7.554051764,756,1.64,0.020234428,8,0.351877937,414,2,17,1
7.560637706,764,1.58,0.00804308,8,0.324731358,417,1,16,1
7.521819233,681,0.74,0.023696645,8,0.359661678,394,3,18,2
7.571608093,645,0.38,0.011767702,6,0.406241452,417,4,16,1
7.535032345,748,2.72,0.018528831,8,0.328401727,391,3,14,2
7.530308824,642,1.42,0.017330761,8,0.318005366,411,3,6,1
7.598812216,696,0.56,0.011811039,7,0.381724121,403,2,15,1
7.546201238,735,4.18,0.014363877,8,0.312352944,397,1,8,2
7.511830907,706,1.19,0.009070743,8,0.312719199,421,2,15,1
7.504989254,678,3.12,0.005269815,8,0.356013752,418,2,16,1
7.534437332,802,1.94,0.018923485,8,0.389282224,427,3,14,1
7.549786065,678,3.56,0.017760674,7,0.341572672,408,1,15,1
7.506998561,877,2.45,0.025773138,7,0.341237236,419,3,15,1
7.585126559,810,0.26,0.008580383,6,0.347008199,428,2,11,1
7.542406943,875,1.05,0.012660267,6,0.348770914,429,2,14,1
7.527906324,838,1.19,0.02055827,7,0.384082373,406,2,20,1
7.562233709,841,0.47,0.001738326,8,0.338198907,391,4,16,0
7.599404499,729,0.66,0.005606985,8,0.381574859,397,4,2,2
7.591518378,728,2.29,0.011083295,6,0.335894518,399,3,8,2
7.56188636,675,0.88,0.02302124,7,0.393110798,415,2,15,1
7.582120615,900,1.71,0.022596928,6,0.409236088,426,1,4,1
7.513619983,748,1.3,0.016349213,7,0.378364126,415,1,17,1
7.558115061,796,1.66,0.014093568,6,0.318196579,423,1,5,1
7.521550976,835,2.11,0.008760324,7,0.405188213,410,3,3,1
7.561642065,861,2.73,0.021651347,7,0.320315586,422,4,12,1
7.506401596,888,4.18,0.014808318,7,0.374972298,392,3,15,2
7.590228369,799,4.17,0.018955976,7,0.347377608,411,1,4,1
7.529805511,831,0.36,0.002330589,8,0.305509393,391,1,20,0
7.526857351,889,1.09,0.017173637,7,0.311948433,406,4,2,1
7.590081816,639,1.3,0.029934186,7,0.353845921,394,4,10,2
7.570931727,799,4.02,0.011956996,7,0.378437942,428,4,20,1
7.565648303,901,4.19,0.02884201,6,0.309541403,409,4,2,1
7.563855419,764,2.43,0.013435255,6,0.392603967,413,4,19,1
7.551711513,662,0.57,0.008188174,8,0.33565625,411,4,12,1
7.513984276,861,3.29,0.012850288,6,0.36923278,428,4,13,1
7.55874766,637,1.32,0.008674219,8,0.390527965,417,2,11,1
7.549709807,843,1.07,0.014340063,7,0.349648289,397,4,4,2
7.566509693,976,0.78,0.00519356,7,0.343455475,407,3,14,1
7.507461677,717,3.56,0.017836118,8,0.388909616,414,4,16,1
7.564441411,937,1.74,0.007863947,6,0.363234776,410,3,1,1
7.517545357,963,1.66,0.006357278,6,0.368222916,427,1,11,1
7.578462473,929,1.74,0.027956702,7,0.342835979,421,2,18,1
7.550026087,735,3.45,0.016892683,8,0.346369877,392,4,9,2
7.587024972,899,1.43,0.004437086,6,0.311703124,395,3,5,0
7.551777119,645,3.09,0.029162611,7,0.315839107,392,2,16,2
7.544701124,748,0.65,0.023387191,7,0.3237316,394,4,20,2
7.597708256,670,0.6,0.008688767,8,0.398286489,418,4,19,1
7.535910452,849,1.14,0.014075679,8,0.397858386,424,1,4,1
7.56975008,894,3.37,0.016967535,6,0.318067598,395,4,2,2
7.507261602,771,2.73,0.012631442,6,0.356030299,401,2,18,1
7.534124948,786,3.61,0.027276238,7,0.360081388,424,2,10,1
7.555690327,952,2.37,0.001340608,7,0.391402449,413,1,9,1
7.562638346,720,0.48,0.022133648,6,0.395092976,414,1,7,1
7.510917082,896,3.92,0.007693613,6,0.316150299,392,1,13,2
7.59949601,625,2.14,0.005627442,8,0.351592918,410,4,18,1
7.528624497,799,0.15,0.024843159,8,0.314030899,418,4,2,1
7.581460138,806,3.59,0.001367383,6,0.373164482,400,1,12,1
7.505930316,911,0.79,0.002062453,7,0.339403065,405,4,19,1
7.554315862,820,1.49,0.003772568,6,0.382755143,393,2,5,0
7.536952907,631,1.38,0.017699948,7,0.408804013,398,4,12,0
7.56207805,850,0.86,0.00318268,7,0.303911659,425,4,14,1
7.572628399,698,3.7,0.026301979,7,0.383832721,425,3,9,1
7.531831681,976,3.42,0.017119834,7,0.353700585,427,2,2,1
7.594382667,776,1.14,0.02656147,8,0.332014634,397,4,14,2
7.598198335,633,3.45,0.005866456,6,0.340419963,406,4,15,1
7.519819722,806,2.51,0.003016912,6,0.351106501,405,2,3,1
7.580940582,721,3.22,0.01081868,8,0.306503646,405,4,4,1
7.564424404,957,0.84,0.021724514,6,0.306360629,417,2,19,1
7.516099766,622,2.74,0.001923767,7,0.342168341,419,1,11,1
7.560874811,909,3.44,0.024587966,8,0.372385624,430,1,11,1
7.534607334,759,3.81,0.014050507,6,0.365297556,430,1,9,1
7.587819976,867,0.89,0.021802481,7,0.313097156,415,1,8,1
7.529765943,767,4.04,0.022937517,7,0.308703553,419,2,14,1
7.52140294,683,1.26,0.014405707,7,0.306884372,409,1,10,1
7.546665397,809,2.56,0.012782677,6,0.320240867,409,1,17,1
7.557846001,680,2.56,0.008804431,7,0.369778296,403,3,2,1
7.52649,849,1.58,0.01530749,7,0.343133359,397,4,1,2
7.584338793,922,3.36,0.018743232,6,0.337282726,427,4,16,1
7.557758351,685,1.38,0.012458773,8,0.381566662,405,4,11,1
7.572043385,747,1.44,0.026655933,8,0.370325918,399,1,14,2
7.540216665,914,3.35,0.021175494,7,0.330218937,417,3,7,1
7.514840908,891,2.46,0.027098714,7,0.366150862,415,2,6,1
7.580579759,959,0.81,0.016250379,7,0.383723453,421,2,19,1
7.580837523,739,1.38,0.013867379,7,0.355748438,420,3,5,1
7.592567366,892,1.12,0.010966621,7,0.379150504,420,3,5,1
7.511945088,926,1.94,0.004965281,8,0.307113378,409,3,17,1
7.599796049,832,2.15,0.024291611,7,0.341913656,392,4,8,2
7.548224726,671,3.64,0.012543943,8,0.328066279,394,1,4,2
7.509909985,673,0.78,0.003100133,8,0.311651835,427,2,5,1
7.52222574,912,1.31,0.017000569,8,0.372864598,402,2,1,1
7.53048583,659,0.13,0.000628174,7,0.346946707,398,3,3,0
7.560677112,678,1.29,0.017923704,7,0.367857649,414,3,10,1
7.505207392,930,3.36,0.011517286,7,0.318510275,417,4,12,1
7.596926176,797,2.25,0.000846108,6,0.352998744,430,3,9,1
7.543877654,655,1.39,0.022271027,7,0.309511679,414,3,20,1
7.555080225,724,2.28,0.024797434,8,0.371079065,399,1,8,2
7.542886796,663,3.92,0.005737617,6,0.34577512,410,3,7,1
7.518485807,907,1.47,0.021391583,7,0.403356128,401,2,14,1
7.588344649,755,3.29,0.025112874,7,0.344687775,415,2,4,1
7.524023512,976,3.46,0.01182894,8,0.365952736,429,2,16,1
7.528535336,889,1.21,0.024574032,8,0.35313484,410,3,14,1
7.500005044,689,3.51,0.024512912,7,0.362005411,414,4,13,1
7.569231351,823,3.85,0.025587235,7,0.368644328,403,4,17,1
7.528892418,836,1.14,0.02420042,8,0.365063479,409,3,15,1
7.575395667,969,3.15,0.012762733,8,0.365467677,428,2,7,1
7.517356148,676,1.95,0.01441067,8,0.341069274,407,4,15,1
7.554677704,728,2.52,0.00302616,7,0.361084705,412,4,17,1
7.555177634,686,1.52,0.019173332,8,0.350886506,406,3,11,1
7.543357121,971,3.99,0.020429534,7,0.367151175,406,4,4,1
7.540080698,641,0.29,0.008428895,6,0.345514857,420,3,7,1
7.585147008,957,1.07,0.020155196,6,0.332707445,402,2,9,1
7.580704783,767,1.47,0.011426215,8,0.340409349,420,1,10,1
7.589402037,750,2.46,0.024151652,6,0.361598966,408,2,12,1
7.51961072,907,3.08,0.023625007,7,0.343620926,424,4,13,1
7.508921804,791,3.89,0.006075248,8,0.369477647,426,4,4,1
7.551367608,798,3.24,0.003298071,7,0.339105783,423,4,12,1
7.502309233,676,3.72,0.027680997,7,0.340840341,418,1,17,1
7.568908392,755,0.81,0.024809783,8,0.390870147,422,4,20,1
7.583418403,791,2.76,0.001008719,6,0.333123795,415,1,6,1
7.526718332,697,1.48,0.026787099,8,0.394897449,391,1,13,2
7.57170788,651,1.35,0.02358095,6,0.35526276,390,1,4,2
7.528728226,971,1.35,0.025695052,7,0.312107822,426,2,7,1
7.57571655,625,2.92,0.015321363,6,0.401295505,417,2,5,1
7.583991911,647,1.89,0.001685196,8,0.38224614,401,3,3,1
7.583986745,930,2.75,0.022366986,8,0.346823265,419,4,1,1
7.595363796,793,3.27,0.011705128,7,0.395216901,417,1,17,1
7.566101979,791,0.76,0.010145789,7,0.34881117,424,1,2,1
7.546195556,975,2.08,0.007848902,6,0.313698391,399,4,4,0
7.588003583,921,1.47,0.017776788,7,0.364203633,429,2,20,1
7.565644061,649,0.85,0.020933976,6,0.329117443,390,2,15,2
7.57585209,705,1.06,0.009214085,8,0.339079529,419,3,12,1
7.504822677,788,1.99,0.003826635,6,0.307632643,429,1,8,1
7.523915221,734,3.82,0.025773033,7,0.369410404,421,4,10,1
7.57865352,693,2.29,0.007340692,7,0.352278032,394,2,17,2
7.598632918,881,2.69,0.021709916,8,0.325624173,400,3,14,1
7.58069465,631,3.12,0.01933106,7,0.306597221,393,4,2,2
7.519358143,629,1.82,0.003033669,8,0.367224713,395,2,5,0
7.585539303,806,0.57,0.015591005,7,0.322400418,395,2,12,2
7.598747928,677,4.07,0.025484549,6,0.311342869,423,4,19,1
7.533568242,826,0.8,0.000366335,7,0.317915253,413,4,3,1
7.531987942,637,3.23,0.01740921,7,0.362946322,393,2,1,2
7.528157112,838,3.78,0.007488353,8,0.362253678,428,1,9,1
7.543731699,820,1.7,0.000657323,6,0.353651501,430,4,13,1
7.596075164,733,1.22,0.016689764,8,0.344817067,413,4,3,1
7.538262349,961,1.42,0.018811521,8,0.339902898,421,1,8,1
7.515638704,786,0.69,0.022837326,8,0.339788926,398,2,4,2
7.597802276,646,2.94,0.019064039,7,0.351628389,394,2,9,2
7.546818972,737,2.66,0.01959337,6,0.386526453,398,2,8,2
7.572125625,875,1.2,0.009639498,8,0.319477143,426,3,17,1
7.505424002,792,0.63,0.003159678,8,0.32812307,424,2,10,1
7.505585142,847,2.89,0.00301446,8,0.338049808,396,3,13,0
7.543010591,808,1.21,0.028598841,6,0.385027259,417,1,15,1
7.598655606,671,0.73,0.02771291,7,0.301844426,390,1,11,2
7.590821535,777,0.6,0.016964783,6,0.393173955,427,4,17,1
7.506960098,626,0.29,0.018032187,8,0.396306892,429,3,4,1
7.542240459,972,3.95,0.016213229,6,0.388258546,411,1,20,1
7.515533202,911,0.34,0.021391832,8,0.388295564,403,3,5,1
7.544178745,810,1.55,0.001657952,8,0.307425545,391,4,9,0
7.549552938,939,3.59,0.015855725,6,0.371474768,406,2,13,1
7.514935603,756,0.5,0.024944532,8,0.406101014,430,4,3,1
7.549369731,682,4.07,0.022175068,8,0.377433476,404,1,20,1
7.571424492,791,1.64,0.026363957,6,0.397781485,414,1,9,1
7.574495687,692,0.22,0.01368167,8,0.346096363,423,3,2,1
7.583298663,628,2.65,0.005552487,6,0.384180111,429,4,8,1
7.570529799,763,0.71,0.006485368,7,0.355194828,420,4,9,1
7.557849005,695,1.82,0.017735997,8,0.318517632,416,1,12,1
7.557064769,854,1.08,0.021664301,8,0.329018799,426,3,19,1
7.540584546,757,0.7,0.019500545,7,0.332805527,425,1,12,1
7.522036081,723,1.87,0.006791015,7,0.379099576,400,3,10,1
7.577934227,721,1.43,0.027417545,6,0.39406536,423,4,16,1
7.515908887,890,2.21,0.01717945,8,0.342260789,401,3,6,1
7.571785089,885,1.53,0.00032695,6,0.303018356,409,2,11,1
7.532485757,841,1.41,0.011485448,8,0.318941588,425,3,13,1
7.518215549,699,3.36,0.019568078,8,0.404636565,414,4,18,1
7.543338345,832,1.86,0.007372957,7,0.310626512,426,3,10,1
7.537671476,822,0.29,0.023145762,7,0.346121808,410,4,7,1
7.502880807,677,2.95,0.011022899,8,0.406760944,394,3,11,0
7.585830644,923,2.59,0.015395257,6,0.337346291,411,2,10,1
7.552671975,944,2.75,0.027878054,7,0.379452568,410,4,5,1
7.511074238,791,0.52,0.022996031,8,0.300703467,399,2,3,2
7.529501464,700,0.83,0.015831778,7,0.328325891,430,1,11,1
7.5684726,770,3.46,0.003350873,7,0.32002373,424,3,5,1
7.591733956,696,1.71,0.027260809,7,0.311892768,406,1,12,1
7.598873343,947,1.38,0.024548501,7,0.368902635,409,2,2,1
7.587878583,920,1.4,0.029070199,7,0.322952878,402,3,7,1
7.591439223,925,2.87,0.016183256,8,0.348446367,399,2,2,0
7.537374719,626,2.9,0.020868034,6,0.359085694,429,2,11,1
7.560328023,866,2.45,0.003104353,8,0.379694422,409,3,6,1
7.592196595,925,2.82,0.000123202,7,0.365621261,416,4,15,1
7.552081603,690,1.03,0.029102807,7,0.354746926,425,1,6,1
7.528390732,866,1.14,0.020586355,7,0.359169586,398,2,20,2
7.52123976,869,1.61,0.008004754,8,0.381984042,414,1,8,1
7.581941478,759,1.87,0.021917821,7,0.391909644,397,2,10,2
7.505200055,826,1.11,0.006514547,7,0.391592851,427,3,18,1
7.551694598,803,2.87,0.017657009,7,0.350488465,403,4,5,1
7.509664971,830,3.32,0.008409122,8,0.400775529,424,1,12,1
7.558422783,729,0.81,0.008873091,7,0.356361909,413,1,9,1
7.589963079,976,3.77,0.017710039,6,0.392829272,415,2,18,1
7.590454329,631,2.96,0.001915772,7,0.31298633,421,4,5,1
